id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,fiscal_year,free_cash_flow,net_profit,cash_conversion_ratio
287,BEL,Mar 2022,4207.0,-4872.0,-1078.0,-1742.0,2022,-665.0,2400.0,1.7529166666666667
288,BEL,Mar 2023,1199.0,2708.0,-1262.0,2645.0,2023,3907.0,2986.0,0.4015405224380442
289,BEL,Mar 2024,4659.0,-5924.0,-1475.0,-2739.0,2024,-1265.0,3985.0,1.1691342534504392
290,BHARTIARTL,Mar 2013,22608.0,-18676.0,-4566.0,-634.0,2013,3932.0,2267.0,9.972651080723423
291,BHARTIARTL,Mar 2014,26233.0,-25181.0,2774.0,3826.0,2014,1052.0,3019.0,8.689301093077178
292,BHARTIARTL,Mar 2015,28059.0,-22301.0,-9672.0,-3914.0,2015,5758.0,5048.0,5.558438985736926
293,BHARTIARTL,Mar 2016,27942.0,-14091.0,-11946.0,1905.0,2016,13851.0,6893.0,4.053677643986653
294,BHARTIARTL,Mar 2017,28280.0,-30680.0,-351.0,-2752.0,2017,-2400.0,4241.0,6.668238622966282
295,BHARTIARTL,Mar 2018,29854.0,-27940.0,1920.0,3835.0,2018,1914.0,2184.0,13.66941391941392
296,BHARTIARTL,Mar 2019,20070.0,-28286.0,9464.0,1248.0,2019,-8216.0,1688.0,11.889810426540285
297,BHARTIARTL,Mar 2020,18129.0,-29598.0,19144.0,7675.0,2020,-11469.0,-30664.0,-0.5912144534307331
298,BHARTIARTL,Mar 2021,48205.0,-27286.0,-24910.0,-3991.0,2021,20919.0,-12364.0,-3.8988191523778712
299,BHARTIARTL,Mar 2022,55017.0,-41478.0,-15203.0,-1664.0,2022,13539.0,8305.0,6.624563515954245
300,BHARTIARTL,Mar 2023,65325.0,-39232.0,-24470.0,1623.0,2023,26093.0,12287.0,5.31659477496541
301,BHARTIARTL,Mar 2024,78898.0,-51089.0,-27778.0,31.0,2024,27809.0,8558.0,9.219210095816779
302,BHEL,Mar 2013,1759.0,-1113.0,472.0,1118.0,2013,646.0,6693.0,0.26281189302256086
303,BHEL,Mar 2014,4512.0,-868.0,523.0,4167.0,2014,3644.0,3502.0,1.2884066247858366
304,BHEL,Mar 2015,821.0,650.0,-3543.0,-2071.0,2015,1471.0,1450.0,0.5662068965517242
305,BHEL,Mar 2016,374.0,23.0,-122.0,275.0,2016,397.0,-706.0,-0.5297450424929179
306,BHEL,Mar 2017,560.0,-565.0,-468.0,-473.0,2017,-5.0,455.0,1.2307692307692308
307,BHEL,Mar 2018,989.0,961.0,-667.0,1283.0,2018,1950.0,438.0,2.2579908675799087
308,BHEL,Mar 2019,-3860.0,1919.0,-32.0,-1973.0,2019,-1941.0,1002.0,-3.852295409181637
309,BHEL,Mar 2020,-2892.0,1877.0,1622.0,608.0,2020,-1015.0,-1468.0,1.9700272479564032
310,BHEL,Mar 2021,560.0,-42.0,-394.0,123.0,2021,518.0,-2700.0,-0.2074074074074074
311,BHEL,Mar 2022,660.0,-1118.0,-329.0,-787.0,2022,-458.0,445.0,1.4831460674157304
312,BHEL,Mar 2023,-741.0,1480.0,89.0,829.0,2023,739.0,654.0,-1.1330275229357798
313,BHEL,Mar 2024,-3713.0,1331.0,2656.0,274.0,2024,-2382.0,282.0,-13.166666666666666
314,BOSCHLTD,Dec 2012,871.0,-824.0,-156.0,-108.0,2012,47.0,958.0,0.9091858037578288
315,BOSCHLTD,Dec 2013,1057.0,-846.0,-238.0,-27.0,2013,211.0,885.0,1.1943502824858756
316,BOSCHLTD,Mar 2015,1396.0,-1183.0,-237.0,-24.0,2015,213.0,1338.0,1.0433482810164425
317,BOSCHLTD,Mar 2016,1318.0,-995.0,-356.0,-33.0,2016,323.0,1531.0,0.8608752449379491
318,BOSCHLTD,Mar 2017,1457.0,1246.0,-2670.0,33.0,2017,2703.0,1741.0,0.8368753589890867
319,BOSCHLTD,Mar 2018,1729.0,-1170.0,-325.0,234.0,2018,559.0,1371.0,1.261123267687819
320,BOSCHLTD,Mar 2019,593.0,1766.0,-2531.0,-172.0,2019,2359.0,1598.0,0.3710888610763454
321,BOSCHLTD,Mar 2020,1336.0,-873.0,-399.0,64.0,2020,463.0,650.0,2.0553846153846154
322,BOSCHLTD,Mar 2021,835.0,-463.0,-338.0,34.0,2021,372.0,482.0,1.7323651452282158
323,BOSCHLTD,Mar 2022,271.0,-33.0,-383.0,-146.0,2022,238.0,1217.0,0.22267871815940837
324,BOSCHLTD,Mar 2023,1214.0,262.0,-1239.0,236.0,2023,1476.0,1424.0,0.8525280898876404
325,BOSCHLTD,Mar 2024,1253.0,283.0,-1452.0,84.0,2024,1536.0,2490.0,0.5032128514056224
326,BPCL,Mar 2013,5926.0,-3604.0,-846.0,1476.0,2013,2322.0,1936.0,3.0609504132231407
327,BPCL,Mar 2014,9588.0,-6881.0,-3736.0,-1029.0,2014,2707.0,4053.0,2.3656550703182826
328,BPCL,Mar 2015,20742.0,-10536.0,-9792.0,414.0,2015,10206.0,5082.0,4.0814639905549
329,BPCL,Mar 2016,11119.0,-9233.0,-1332.0,555.0,2016,1886.0,8089.0,1.3745827667202373
330,BPCL,Mar 2017,9041.0,-15274.0,4804.0,-1429.0,2017,-6233.0,9507.0,0.9509834858525297
331,BPCL,Mar 2018,11068.0,-7066.0,-4218.0,-215.0,2018,4002.0,9792.0,1.1303104575163399
332,BPCL,Mar 2019,10157.0,-10451.0,207.0,-87.0,2019,-294.0,8528.0,1.1910178236397748
333,BPCL,Mar 2020,7881.0,-11135.0,3583.0,329.0,2020,-3254.0,3666.0,2.1497545008183305
334,BPCL,Mar 2021,23455.0,-2474.0,-13981.0,7000.0,2021,20981.0,17320.0,1.3542147806004619
335,BPCL,Mar 2022,20336.0,-8138.0,-17672.0,-5474.0,2022,12198.0,11682.0,1.7407978085944187
336,BPCL,Mar 2023,12466.0,-7806.0,-4402.0,257.0,2023,4660.0,2131.0,5.849835757860159
337,BPCL,Mar 2024,35936.0,-10521.0,-25427.0,-12.0,2024,25415.0,26859.0,1.3379500353698945
338,BRITANNIA,Mar 2013,320.0,28.0,-378.0,-30.0,2013,348.0,260.0,1.2307692307692308
339,BRITANNIA,Mar 2014,671.0,-246.0,-357.0,68.0,2014,425.0,395.0,1.6987341772151898
340,BRITANNIA,Mar 2015,584.0,-450.0,-181.0,-47.0,2015,134.0,689.0,0.8476052249637155
341,BRITANNIA,Mar 2016,959.0,-705.0,-246.0,8.0,2016,254.0,825.0,1.1624242424242424
342,BRITANNIA,Mar 2017,441.0,-150.0,-295.0,-4.0,2017,291.0,885.0,0.49830508474576274
343,BRITANNIA,Mar 2018,1249.0,-957.0,-232.0,60.0,2018,292.0,1004.0,1.2440239043824701
344,BRITANNIA,Mar 2019,1156.0,-852.0,-353.0,-49.0,2019,304.0,1155.0,1.000865800865801
345,BRITANNIA,Mar 2020,1485.0,-1526.0,58.0,17.0,2020,-41.0,1394.0,1.0652797704447632
346,BRITANNIA,Mar 2021,1876.0,433.0,-2242.0,66.0,2021,2309.0,1851.0,1.0135062128579146
347,BRITANNIA,Mar 2022,1300.0,914.0,-2246.0,-32.0,2022,2214.0,1516.0,0.8575197889182058
348,BRITANNIA,Mar 2023,2526.0,-1507.0,-1028.0,-9.0,2023,1019.0,2316.0,1.0906735751295338
349,BRITANNIA,Mar 2024,2573.0,477.0,-2830.0,219.0,2024,3050.0,2134.0,1.2057169634489222
350,CANBK,Mar 2013,8010.0,-435.0,-1043.0,6532.0,2013,7575.0,2995.0,2.674457429048414
351,CANBK,Mar 2014,14244.0,-380.0,-3771.0,10092.0,2014,13864.0,2672.0,5.330838323353293
352,CANBK,Mar 2015,6344.0,-1104.0,-1464.0,3776.0,2015,5240.0,2931.0,2.1644489935175706
353,CANBK,Mar 2016,9346.0,-443.0,-806.0,8096.0,2016,8903.0,-2535.0,-3.686785009861933
354,CANBK,Mar 2017,2575.0,-476.0,124.0,2224.0,2017,2099.0,1411.0,1.824946846208363
355,CANBK,Mar 2018,-11120.0,-487.0,2865.0,-8743.0,2018,-11607.0,-3873.0,2.871159308029951
356,CANBK,Mar 2019,18237.0,-745.0,-1185.0,16307.0,2019,17492.0,696.0,26.20258620689655
357,CANBK,Mar 2020,-5289.0,-445.0,7792.0,2059.0,2020,-5734.0,-1921.0,2.7532535137948986
358,CANBK,Mar 2021,59118.0,-1116.0,290.0,58291.0,2021,58002.0,2957.0,19.99256002705445
359,CANBK,Mar 2022,919.0,-1429.0,4035.0,3525.0,2022,-510.0,6158.0,0.14923676518350112
360,CANBK,Mar 2023,-39978.0,-1156.0,445.0,-40689.0,2023,-41134.0,11345.0,-3.523843102688409
361,CANBK,Mar 2024,15046.0,-1750.0,-3834.0,9462.0,2024,13296.0,15401.0,0.9769495487306019
362,CHOLAFIN,Mar 2013,-3754.0,5.0,4067.0,317.0,2013,-3749.0,308.0,-12.188311688311689
363,CHOLAFIN,Mar 2014,-2447.0,-83.0,2749.0,219.0,2014,-2530.0,368.0,-6.649456521739131
364,CHOLAFIN,Mar 2015,-2264.0,-40.0,1819.0,-485.0,2015,-2304.0,444.0,-5.099099099099099
365,CHOLAFIN,Mar 2016,-2809.0,-137.0,3031.0,85.0,2016,-2946.0,575.0,-4.885217391304348
366,CHOLAFIN,Mar 2017,-1468.0,-222.0,1692.0,2.0,2017,-1690.0,718.0,-2.0445682451253484
367,CHOLAFIN,Mar 2018,-7926.0,-60.0,8009.0,22.0,2018,-7986.0,918.0,-8.633986928104575
368,CHOLAFIN,Mar 2019,-9317.0,-11.0,12191.0,2862.0,2019,-9328.0,1197.0,-7.783625730994152
369,CHOLAFIN,Mar 2020,-2075.0,-54.0,2452.0,323.0,2020,-2129.0,1054.0,-1.9686907020872866
370,CHOLAFIN,Mar 2021,-8848.0,-1746.0,8707.0,-1888.0,2021,-10594.0,1521.0,-5.817225509533202
371,CHOLAFIN,Mar 2022,-5571.0,1640.0,5150.0,1218.0,2022,-3931.0,2154.0,-2.586350974930362
372,CHOLAFIN,Mar 2023,-27105.0,-2148.0,27466.0,-1787.0,2023,-29253.0,2665.0,-10.170731707317072
373,CHOLAFIN,Mar 2024,-35683.0,-2855.0,38471.0,-66.0,2024,-38538.0,3420.0,-10.433625730994152
374,CIPLA,Mar 2013,1398.0,-2063.0,718.0,53.0,2013,-665.0,1545.0,0.9048543689320389
375,CIPLA,Mar 2014,1563.0,-1265.0,-266.0,33.0,2014,298.0,1404.0,1.1132478632478633
376,CIPLA,Mar 2015,1173.0,-950.0,165.0,388.0,2015,223.0,1229.0,0.9544344995931652
377,CIPLA,Mar 2016,1741.0,-4533.0,3104.0,312.0,2016,-2792.0,1383.0,1.2588575560375994
378,CIPLA,Mar 2017,2382.0,-1304.0,-1326.0,-248.0,2017,1078.0,1035.0,2.301449275362319
379,CIPLA,Mar 2018,1463.0,-834.0,-385.0,243.0,2018,629.0,1417.0,1.0324629498941424
380,CIPLA,Mar 2019,1691.0,-1688.0,-349.0,-345.0,2019,3.0,1492.0,1.133378016085791
381,CIPLA,Mar 2020,3068.0,114.0,-2949.0,234.0,2020,3182.0,1500.0,2.0453333333333332
382,CIPLA,Mar 2021,3755.0,-2374.0,-1240.0,141.0,2021,1381.0,2389.0,1.571787358727501
383,CIPLA,Mar 2022,3326.0,-1858.0,-1600.0,-132.0,2022,1468.0,2547.0,1.3058500196309384
384,CIPLA,Mar 2023,3238.0,-2376.0,-958.0,-97.0,2023,862.0,2833.0,1.1429579950582422
385,CIPLA,Mar 2024,4134.0,-2982.0,-1200.0,-49.0,2024,1152.0,4154.0,0.9951853635050554
386,COALINDIA,Mar 2013,9109.0,-1833.0,-7852.0,-575.0,2013,7276.0,17356.0,0.5248329108089421
387,COALINDIA,Mar 2014,14525.0,8580.0,-25350.0,-2246.0,2014,23105.0,15112.0,0.9611566966649021
388,COALINDIA,Mar 2015,14382.0,894.0,-15026.0,250.0,2015,15276.0,13727.0,1.0477161797916514
389,COALINDIA,Mar 2016,13154.0,8154.0,-19587.0,1721.0,2016,21308.0,14267.0,0.9219878040232705
390,COALINDIA,Mar 2017,16461.0,455.0,-17598.0,-682.0,2017,16916.0,9280.0,1.7738146551724139
391,COALINDIA,Mar 2018,21115.0,-7747.0,-13564.0,-196.0,2018,13368.0,7038.0,3.000142085819835
392,COALINDIA,Mar 2019,16356.0,-7896.0,-10885.0,-2426.0,2019,8460.0,17464.0,0.9365551992670637
393,COALINDIA,Mar 2020,4977.0,1033.0,-4791.0,1219.0,2020,6010.0,16700.0,0.2980239520958084
394,COALINDIA,Mar 2021,10592.0,182.0,-8453.0,2321.0,2021,10774.0,12702.0,0.8338844276491891
395,COALINDIA,Mar 2022,41107.0,-25715.0,-13441.0,1951.0,2022,15392.0,17378.0,2.365462078490045
396,COALINDIA,Mar 2023,35734.0,-23465.0,-13704.0,-1436.0,2023,12269.0,31723.0,1.1264382309365444
397,COALINDIA,Mar 2024,18103.0,-4486.0,-13899.0,-282.0,2024,13617.0,37369.0,0.48443897348069254
398,DABUR,Mar 2013,870.0,-622.0,-234.0,13.0,2013,248.0,766.0,1.1357702349869452
399,DABUR,Mar 2014,1098.0,-104.0,-804.0,190.0,2014,994.0,916.0,1.1986899563318778
400,DABUR,Mar 2015,1047.0,-876.0,-417.0,-245.0,2015,171.0,1068.0,0.9803370786516854
401,DABUR,Mar 2016,1187.0,-730.0,-374.0,82.0,2016,457.0,1254.0,0.9465709728867624
402,DABUR,Mar 2017,1227.0,-807.0,-339.0,81.0,2017,420.0,1280.0,0.95859375
403,DABUR,Mar 2018,1092.0,-541.0,-577.0,-27.0,2018,551.0,1358.0,0.8041237113402062
404,DABUR,Mar 2019,1499.0,338.0,-1888.0,-51.0,2019,1837.0,1446.0,1.0366528354080222
405,DABUR,Mar 2020,1614.0,-517.0,-1043.0,54.0,2020,1097.0,1448.0,1.1146408839779005
406,DABUR,Mar 2021,2115.0,-1404.0,-613.0,97.0,2021,711.0,1695.0,1.247787610619469
407,DABUR,Mar 2022,1802.0,-1273.0,-490.0,38.0,2022,529.0,1742.0,1.034443168771527
408,DABUR,Mar 2023,1488.0,-583.0,-1035.0,-130.0,2023,905.0,1701.0,0.8747795414462081
409,DABUR,Mar 2024,2013.0,-971.0,-1161.0,-119.0,2024,1042.0,1811.0,1.1115405853119824
410,DIVISLAB,Mar 2013,480.0,-255.0,-231.0,-5.0,2013,225.0,602.0,0.7973421926910299
411,DIVISLAB,Mar 2014,557.0,-305.0,-248.0,3.0,2014,252.0,773.0,0.720569210866753
412,DIVISLAB,Mar 2015,826.0,-521.0,-303.0,3.0,2015,305.0,852.0,0.9694835680751174
413,DIVISLAB,Mar 2016,1038.0,-406.0,-631.0,0.0,2016,632.0,1126.0,0.9218472468916519
414,DIVISLAB,Mar 2017,1150.0,-1140.0,2.0,13.0,2017,10.0,1060.0,1.0849056603773586
415,DIVISLAB,Mar 2018,776.0,-478.0,-314.0,-17.0,2018,298.0,877.0,0.8848346636259977
416,DIVISLAB,Mar 2019,954.0,-685.0,-246.0,23.0,2019,269.0,1353.0,0.70509977827051
417,DIVISLAB,Mar 2020,1216.0,-83.0,-1091.0,41.0,2020,1133.0,1377.0,0.8830791575889615
418,DIVISLAB,Mar 2021,1947.0,75.0,-35.0,1987.0,2021,2022.0,1984.0,0.9813508064516129
419,DIVISLAB,Mar 2022,1912.0,-2195.0,-532.0,-816.0,2022,-283.0,2960.0,0.6459459459459459
420,DIVISLAB,Mar 2023,2459.0,-2707.0,-797.0,-1045.0,2023,-248.0,1824.0,1.3481359649122806
421,DIVISLAB,Mar 2024,1261.0,-269.0,-799.0,193.0,2024,992.0,1600.0,0.788125
422,DLF,Mar 2013,2009.0,1995.0,-3951.0,52.0,2013,4004.0,667.0,3.0119940029985006
423,DLF,Mar 2014,1468.0,3924.0,-4532.0,860.0,2014,5392.0,590.0,2.488135593220339
424,DLF,Mar 2015,2037.0,98.0,-1547.0,588.0,2015,2135.0,507.0,4.017751479289941
425,DLF,Mar 2016,2957.0,-818.0,-1929.0,210.0,2016,2139.0,305.0,9.695081967213115
426,DLF,Mar 2017,-898.0,872.0,787.0,761.0,2017,-26.0,708.0,-1.268361581920904
427,DLF,Mar 2018,270.0,-2102.0,-232.0,-2064.0,2018,-1832.0,4477.0,0.060308242126423946
428,DLF,Mar 2019,2043.0,3.0,875.0,2921.0,2019,2046.0,1314.0,1.5547945205479452
429,DLF,Mar 2020,356.0,6508.0,-9522.0,-2658.0,2020,6864.0,-590.0,-0.6033898305084746
430,DLF,Mar 2021,1460.0,150.0,-2184.0,-573.0,2021,1610.0,1083.0,1.348107109879963
431,DLF,Mar 2022,2832.0,267.0,-3828.0,-729.0,2022,3099.0,1500.0,1.888
432,DLF,Mar 2023,2375.0,-461.0,-2013.0,-98.0,2023,1914.0,2034.0,1.1676499508357916
433,DLF,Mar 2024,2539.0,-1529.0,177.0,1186.0,2024,1010.0,2724.0,0.9320851688693098
434,DMART,Mar 2013,127.0,-231.0,118.0,14.0,2013,-104.0,94.0,1.351063829787234
435,DMART,Mar 2014,198.0,-270.0,65.0,-7.0,2014,-72.0,161.0,1.2298136645962734
436,DMART,Mar 2015,222.0,-474.0,234.0,-17.0,2015,-252.0,212.0,1.0471698113207548
437,DMART,Mar 2016,433.0,-633.0,196.0,-3.0,2016,-200.0,320.0,1.353125
438,DMART,Mar 2017,455.0,-2482.0,2025.0,-1.0,2017,-2027.0,479.0,0.9498956158663883
439,DMART,Mar 2018,730.0,464.0,-1159.0,34.0,2018,1194.0,806.0,0.9057071960297767
440,DMART,Mar 2019,807.0,-958.0,209.0,57.0,2019,-151.0,902.0,0.8946784922394678
441,DMART,Mar 2020,1280.0,-4657.0,3357.0,-19.0,2020,-3377.0,1301.0,0.9838585703305149
442,DMART,Mar 2021,1375.0,-1110.0,-180.0,86.0,2021,265.0,1099.0,1.2511373976342128
443,DMART,Mar 2022,1372.0,-1289.0,-179.0,-96.0,2022,83.0,1492.0,0.9195710455764075
444,DMART,Mar 2023,2630.0,-2313.0,-205.0,112.0,2023,317.0,2378.0,1.1059714045416316
445,DMART,Mar 2024,2746.0,-2468.0,-148.0,130.0,2024,278.0,2536.0,1.082807570977918
446,DRREDDY,Mar 2013,1378.0,-1437.0,-157.0,-216.0,2013,-59.0,1527.0,0.9024230517354289
447,DRREDDY,Mar 2014,1970.0,-1604.0,-24.0,342.0,2014,366.0,1963.0,1.0035659704533877
448,DRREDDY,Mar 2015,2524.0,-2370.0,-433.0,-280.0,2015,154.0,2336.0,1.0804794520547945
449,DRREDDY,Mar 2016,3263.0,-1610.0,-1700.0,-47.0,2016,1653.0,2131.0,1.5312060065696855
450,DRREDDY,Mar 2017,2144.0,-1890.0,-369.0,-114.0,2017,254.0,1292.0,1.6594427244582044
451,DRREDDY,Mar 2018,1803.0,-1483.0,-444.0,-124.0,2018,320.0,947.0,1.903907074973601
452,DRREDDY,Mar 2019,2870.0,-769.0,-2133.0,-31.0,2019,2101.0,1950.0,1.471794871794872
453,DRREDDY,Mar 2020,2984.0,-495.0,-2516.0,-27.0,2020,2489.0,2026.0,1.472852912142152
454,DRREDDY,Mar 2021,3570.0,-2255.0,-30.0,1286.0,2021,1315.0,1952.0,1.8288934426229508
455,DRREDDY,Mar 2022,2811.0,-2565.0,-242.0,3.0,2022,246.0,2182.0,1.2882676443629697
456,DRREDDY,Mar 2023,5888.0,-4109.0,-2686.0,-907.0,2023,1779.0,4507.0,1.3064122476148214
457,DRREDDY,Mar 2024,4543.0,-4034.0,-376.0,133.0,2024,509.0,5578.0,0.8144496235209753
458,EICHERMOT,Dec 2012,496.0,-773.0,-111.0,-388.0,2012,-277.0,475.0,1.0442105263157895
459,EICHERMOT,Dec 2013,716.0,-790.0,-47.0,-121.0,2013,-74.0,525.0,1.3638095238095238
460,EICHERMOT,Dec 2014,1047.0,-1214.0,-162.0,-329.0,2014,-167.0,702.0,1.4914529914529915
461,EICHERMOT,Mar 2016,1463.0,-1001.0,-466.0,-4.0,2016,462.0,1338.0,1.093423019431988
462,EICHERMOT,Mar 2017,1708.0,-1744.0,25.0,-10.0,2017,-36.0,1667.0,1.0245950809838031
463,EICHERMOT,Mar 2018,2482.0,-2145.0,-262.0,75.0,2018,337.0,1960.0,1.2663265306122449
464,EICHERMOT,Mar 2019,1575.0,-660.0,-292.0,623.0,2019,915.0,2203.0,0.7149341806627326
465,EICHERMOT,Mar 2020,1694.0,-1508.0,-858.0,-673.0,2020,186.0,1827.0,0.9272030651340997
466,EICHERMOT,Mar 2021,1691.0,-1625.0,-15.0,51.0,2021,66.0,1347.0,1.2553823311061618
467,EICHERMOT,Mar 2022,1527.0,-983.0,-593.0,-50.0,2022,544.0,1677.0,0.9105545617173524
468,EICHERMOT,Mar 2023,2823.0,-2397.0,-417.0,8.0,2023,426.0,2914.0,0.9687714481811942
469,EICHERMOT,Mar 2024,3724.0,-2834.0,-844.0,45.0,2024,890.0,4001.0,0.9307673081729567
470,GAIL,Mar 2013,6603.0,-8626.0,3642.0,1618.0,2013,-2023.0,4367.0,1.5120219830547286
471,GAIL,Mar 2014,4615.0,-4466.0,-3.0,146.0,2014,149.0,4786.0,0.9642707898035938
472,GAIL,Mar 2015,4214.0,-2809.0,-3058.0,-1653.0,2015,1405.0,3160.0,1.3335443037974684
473,GAIL,Mar 2016,3960.0,-904.0,-3028.0,29.0,2016,3056.0,1874.0,2.113127001067236
474,GAIL,Mar 2017,6024.0,-334.0,-5275.0,415.0,2017,5690.0,3374.0,1.7854179016004743
475,GAIL,Mar 2018,8769.0,-2660.0,-5252.0,858.0,2018,6109.0,4805.0,1.8249739854318419
476,GAIL,Mar 2019,7984.0,-5701.0,-3364.0,-1081.0,2019,2283.0,6553.0,1.2183732641538227
477,GAIL,Mar 2020,8345.0,-8299.0,281.0,328.0,2020,46.0,9515.0,0.8770362585391487
478,GAIL,Mar 2021,8993.0,-4640.0,-3471.0,882.0,2021,4353.0,6143.0,1.463942699007
479,GAIL,Mar 2022,9420.0,-5490.0,-3917.0,13.0,2022,3930.0,12304.0,0.7656046814044213
480,GAIL,Mar 2023,3205.0,-7453.0,2972.0,-1276.0,2023,-4248.0,5596.0,0.5727305218012866
481,GAIL,Mar 2024,12586.0,-8226.0,-3457.0,902.0,2024,4360.0,9903.0,1.270928001615672
482,GODREJCP,Mar 2013,820.0,-865.0,282.0,237.0,2013,-45.0,845.0,0.9704142011834319
483,GODREJCP,Mar 2014,1116.0,-494.0,-620.0,1.0,2014,622.0,819.0,1.3626373626373627
484,GODREJCP,Mar 2015,1027.0,-1236.0,-12.0,-221.0,2015,-209.0,976.0,1.0522540983606556
485,GODREJCP,Mar 2016,847.0,-622.0,-202.0,23.0,2016,225.0,831.0,1.0192539109506618
486,GODREJCP,Mar 2017,1860.0,-2243.0,665.0,282.0,2017,-383.0,1308.0,1.4220183486238531
487,GODREJCP,Mar 2018,1723.0,-336.0,-1384.0,3.0,2018,1387.0,1634.0,1.0544675642594858
488,GODREJCP,Mar 2019,1729.0,274.0,-2039.0,-36.0,2019,2003.0,2342.0,0.7382578992314262
489,GODREJCP,Mar 2020,1588.0,-552.0,-1295.0,-259.0,2020,1036.0,1497.0,1.0607882431529727
490,GODREJCP,Mar 2021,2030.0,-292.0,-1816.0,-79.0,2021,1738.0,1721.0,1.179546775130738
491,GODREJCP,Mar 2022,1451.0,-844.0,-380.0,227.0,2022,607.0,1783.0,0.8137969713965227
492,GODREJCP,Mar 2023,2151.0,-1754.0,-794.0,-398.0,2023,397.0,1702.0,1.263807285546416
493,GODREJCP,Mar 2024,2070.0,-3435.0,1406.0,41.0,2024,-1365.0,-561.0,-3.6898395721925135
494,GRASIM,Mar 2013,4242.0,-5687.0,1348.0,-97.0,2013,-1445.0,3778.0,1.1228163049232398
495,GRASIM,Mar 2014,3549.0,-2336.0,-1046.0,168.0,2014,1213.0,2954.0,1.2014218009478672
496,GRASIM,Mar 2015,4594.0,-2359.0,-2278.0,-42.0,2015,2235.0,2582.0,1.7792408985282726
497,GRASIM,Mar 2016,5868.0,-4515.0,-1365.0,-11.0,2016,1353.0,3455.0,1.6984081041968162
498,GRASIM,Mar 2017,7288.0,-3509.0,-3799.0,-20.0,2017,3779.0,4246.0,1.7164390014130946
499,GRASIM,Mar 2018,-4140.0,1546.0,3449.0,856.0,2018,-2594.0,3688.0,-1.1225596529284165
500,GRASIM,Mar 2019,-1659.0,-2212.0,4158.0,287.0,2019,-3871.0,2745.0,-0.6043715846994535
501,GRASIM,Mar 2020,16620.0,-11364.0,-3418.0,1838.0,2020,5256.0,6639.0,2.5033890646181653
502,GRASIM,Mar 2021,15075.0,-7146.0,-8003.0,-75.0,2021,7929.0,6987.0,2.157578359811078
503,GRASIM,Mar 2022,7038.0,-1053.0,-6733.0,-748.0,2022,5985.0,11206.0,0.6280563983580225
504,GRASIM,Mar 2023,-12685.0,-13712.0,26469.0,72.0,2023,-26397.0,11078.0,-1.1450622856111212
505,GRASIM,Mar 2024,-10719.0,-23114.0,33908.0,75.0,2024,-33833.0,9926.0,-1.0798911948418295
506,HAL,Mar 2017,-423.0,3021.0,-164.0,2433.0,2017,2598.0,2616.0,-0.16169724770642202
507,HAL,Mar 2018,-734.0,594.0,-2540.0,-2680.0,2018,-140.0,1987.0,-0.36940110719677904
508,HAL,Mar 2019,-7694.0,5292.0,2321.0,-80.0,2019,-2402.0,2346.0,-3.279624893435635
509,HAL,Mar 2020,1537.0,-1334.0,64.0,266.0,2020,203.0,2842.0,0.5408163265306123
510,HAL,Mar 2021,15124.0,-1190.0,-7070.0,6864.0,2021,13934.0,3239.0,4.669342389626428
511,HAL,Mar 2022,10180.0,-12789.0,-1464.0,-4072.0,2022,-2609.0,5086.0,2.0015729453401496
512,HAL,Mar 2023,8836.0,-5734.0,-1731.0,1370.0,2023,3102.0,5811.0,1.5205644467389434
513,HAL,Mar 2024,8226.0,-6412.0,-1999.0,-185.0,2024,1814.0,7595.0,1.0830809743252139
514,HAVELLS,Mar 2013,638.0,-144.0,-252.0,242.0,2013,494.0,581.0,1.0981067125645438
515,HAVELLS,Mar 2014,868.0,-376.0,-310.0,183.0,2014,492.0,446.0,1.946188340807175
516,HAVELLS,Mar 2015,963.0,-485.0,-754.0,-277.0,2015,478.0,385.0,2.501298701298701
517,HAVELLS,Mar 2016,513.0,-121.0,-621.0,-229.0,2016,392.0,1300.0,0.3946153846153846
518,HAVELLS,Mar 2017,767.0,-220.0,-98.0,450.0,2017,547.0,494.0,1.5526315789473684
519,HAVELLS,Mar 2018,1100.0,-946.0,-409.0,-255.0,2018,154.0,661.0,1.6641452344931922
520,HAVELLS,Mar 2019,501.0,185.0,-318.0,368.0,2019,686.0,788.0,0.6357868020304569
521,HAVELLS,Mar 2020,827.0,-548.0,-716.0,-437.0,2020,279.0,735.0,1.125170068027211
522,HAVELLS,Mar 2021,660.0,-763.0,190.0,87.0,2021,-103.0,1044.0,0.632183908045977
523,HAVELLS,Mar 2022,1728.0,-759.0,-547.0,421.0,2022,969.0,1196.0,1.4448160535117056
524,HAVELLS,Mar 2023,565.0,31.0,-907.0,-311.0,2023,596.0,1072.0,0.5270522388059702
525,HAVELLS,Mar 2024,1953.0,-1618.0,-534.0,-199.0,2024,335.0,1271.0,1.5365853658536586
526,HCLTECH,Jun 2013,4492.0,-2361.0,-2086.0,44.0,2013,2131.0,4040.0,1.111881188118812
527,HCLTECH,Jun 2014,6457.0,-4842.0,-1308.0,307.0,2014,1615.0,6528.0,0.9891237745098039
528,HCLTECH,Jun 2015,5539.0,-2088.0,-3140.0,311.0,2015,3451.0,7342.0,0.7544265867611005
529,HCLTECH,Mar 2016,3823.0,-2208.0,-2237.0,-623.0,2016,1615.0,5602.0,0.682434844698322
